,Unnamed: 0,subject,stim1,stim2,procedure,trial,source,rep,rep_prioritem1,rep_prioritem,rep_prioritem2,rep_prioritem3,rep_consec_value,rep_consec_lab,condition,word1,word2,correct_resp,acc_resp,rt,acc,stim2.x,stim2.y,studied,studied1,duration,onset,list,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,acc_pred
173,3870,22,brother,nan,test,174,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,brother,sign,2.0,3.0,3093.0,0.0,sign,sign,studied (hits),studied (hits),3093,604.331,context1,context1.brother.nan.,0.7330594832890754,0.08971121284541063,0.0,1.0,0.9967248849934044,True,context1.brother.sign.,False,1.0,0.5532059756886335,0.0,0.0,3.0,1.2947768931415256,0.40430897741625993
174,3871,22,device,nan,test,175,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,device,song,2.0,1.0,1372.0,1.0,song,song,studied (hits),studied (hits),1372,607.424,context1,context1.device.nan.,1.6372178343695827,0.612436008011688,0.0,1.0,0.9950121064293609,True,context1.device.song.,False,1.0,0.7782891128888393,0.0,0.0,3.0,0.7931710282385697,0.84073094759631
175,3872,22,truck,nan,test,176,original,weak,4.0,4.0,1.0,5.0,0.5,strong1,match1and1,truck,rifle,2.0,3.0,1933.0,0.0,rifle,rifle,studied (hits),studied (hits),1933,608.7959999999999,context1,context1.truck.nan.,0.9517871537086238,0.26727001844755843,0.0,1.0,0.9968754435719556,True,context1.truck.rifle.,False,1.0,0.5602616178534489,0.0,0.0,3.0,1.3252494332898126,0.5229999838103956
176,3873,22,region,nan,test,177,original,weak,3.0,3.0,2.0,3.0,2.5,strong3,match1and1,region,phase,2.0,6.0,2018.0,0.0,phase,phase,studied (hits),studied (hits),2018,610.7289999999999,context1,context1.region.nan.,1.0224626223099478,0.2580680389303871,0.0,1.0,0.9965731165315376,True,context1.region.phase.,False,1.0,0.46501974890721653,0.0,0.0,3.0,1.5005809359949716,0.5614262636391399
178,3875,22,battle,nan,test,179,original,weak,5.0,5.0,1.0,1.0,0.5,strong1,match1and1,battle,kid,2.0,6.0,1429.0,0.0,kid,kid,studied (hits),studied (hits),1429,615.241,context1,context1.battle.nan.,0.936291283376836,0.27243346356947234,0.0,1.0,0.9959448710747376,True,context1.battle.kid.,False,1.0,0.5613318973179241,0.0,0.0,3.0,1.2681252888114671,0.5145335480959224
152,4028,23,dress,nan,test,153,original,weak,1.0,1.0,3.0,4.0,-0.5,weak1,match1and1,dress,brother,2.0,1.0,1946.0,1.0,brother,brother,studied (hits),studied (hits),1946,533.194,context1,context1.dress.nan.,0.9293605479706206,0.269176082643739,0.0,1.0,0.9650852588035745,True,context1.dress.brother.,False,1.0,0.5614817827493387,0.0,0.0,3.0,1.271484041474887,0.5107444715425875
154,4030,23,artist,nan,test,155,original,weak,4.0,4.0,5.0,1.0,1.5,strong2,match1and1,artist,king,2.0,1.0,2908.0,1.0,king,king,studied (hits),studied (hits),2908,537.495,context1,context1.artist.nan.,0.9463178880133476,0.2742947871667355,0.0,1.0,0.9841793563038755,True,context1.artist.king.,False,1.0,0.5562897235044881,0.0,0.0,3.0,1.273974952153771,0.5200127442479319
155,4031,23,aircraft,nan,test,156,original,strong,4.0,4.0,1.0,1.0,0.5,strong1,rep5and5,aircraft,neck,2.0,1.0,3178.0,1.0,neck,neck,studied (hits),studied (hits),3178,540.403,context1,context1.aircraft.nan.,1.622731945585946,0.5971302445623125,0.0,1.0,0.9849468493344042,True,context1.aircraft.neck.,False,1.0,0.7269606980028246,0.0,0.0,3.0,0.8583984568795782,0.8358651860747867
156,4032,23,kitchen,nan,test,157,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,kitchen,enemy,2.0,1.0,1270.0,1.0,enemy,enemy,studied (hits),studied (hits),1270,543.581,context1,context1.kitchen.nan.,0.7412486723263646,0.08926893726125751,0.0,1.0,0.9859290549514018,True,context1.kitchen.enemy.,False,1.0,0.5562501423499637,0.0,0.0,3.0,1.2870560449215596,0.4086646691879426
157,4033,23,fund,nan,test,158,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,fund,nose,2.0,1.0,2439.0,1.0,nose,nose,studied (hits),studied (hits),2439,544.851,context1,context1.fund.nan.,0.883965948880302,0.18125770410984748,0.0,1.0,0.9924776204560923,True,context1.fund.nose.,False,1.0,0.5108284311918869,0.0,0.0,2.779743955078425,1.3481150396540853,0.4859186280640815
159,4035,23,clay,nan,test,160,original,strong,5.0,5.0,4.0,1.0,1.5,strong2,rep5and5,clay,wage,2.0,1.0,895.0,1.0,wage,wage,studied (hits),studied (hits),895,553.771,context1,context1.clay.nan.,1.7321753065794523,0.5926183130541074,0.0,1.0,0.9832968793985506,True,context1.clay.wage.,False,1.0,0.7510526045584984,0.0,0.0,3.0,0.8717132571777032,0.8702684627605475
160,4036,23,weather,nan,test,161,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,weather,tone,2.0,1.0,746.0,1.0,tone,tone,studied (hits),studied (hits),746,554.6659999999999,context1,context1.weather.nan.,1.6763895763976238,0.6324911065959565,0.0,1.0,0.9937141047175692,True,context1.weather.tone.,False,1.0,0.7990558726604888,0.0,0.0,2.8800867428222814,0.7793026117756677,0.853410714835235
164,4040,23,knife,nan,test,165,original,weak,5.0,5.0,5.0,4.0,2.5,strong3,match1and1,knife,novel,2.0,1.0,1544.0,1.0,novel,novel,studied (hits),studied (hits),1544,563.51,context1,context1.knife.nan.,0.9770103318579253,0.27000396106391766,0.0,1.0,0.9945846847305325,True,context1.knife.novel.,False,1.0,0.5606476479617926,0.0,0.0,2.929938896923024,1.3525842007725521,0.536757224668819
166,4042,23,oil,nan,test,167,original,strong,3.0,3.0,1.0,2.0,0.5,strong1,rep5and5,oil,attorney,2.0,1.0,1115.0,1.0,attorney,attorney,studied (hits),studied (hits),1115,566.3489999999999,context1,context1.oil.nan.,1.5881358116512871,0.5987969303779419,0.0,1.0,0.9962383744293172,True,context1.oil.attorney.,False,1.0,0.7706647938318953,0.0,0.0,2.3562198561668755,0.812586644822105,0.8238587310640884
171,4047,23,cattle,nan,test,172,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,cattle,shoulder,2.0,1.0,1478.0,1.0,shoulder,shoulder,studied (hits),studied (hits),1478,577.9309999999999,context1,context1.cattle.nan.,0.9586859775093294,0.2646722573088579,0.0,1.0,0.9945810275059409,True,context1.cattle.shoulder.,False,1.0,0.519595448946773,0.0,0.0,3.0,1.3534274045315857,0.5267661655138806
172,4048,23,edge,nan,test,173,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,edge,message,2.0,1.0,1015.0,1.0,message,message,studied (hits),studied (hits),1015,579.409,context1,context1.edge.nan.,0.9345475606350357,0.2672033213231961,0.0,1.0,0.9962151993448802,True,context1.edge.message.,False,1.0,0.5463587219847412,0.0,0.0,2.8880925954684695,1.294567337345164,0.5135803540057704
175,4051,23,energy,nan,test,176,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,energy,railroad,2.0,1.0,2864.0,1.0,railroad,railroad,studied (hits),studied (hits),2864,585.858,context1,context1.energy.nan.,0.0,0.0,0.0,1.0,0.9941294195287088,True,context1.energy.railroad.,False,1.0,0.5394250088684106,0.0,0.0,3.0,1.3957474140427037,0.10614476063401612
176,4052,23,philosophy,nan,test,177,original,weak,1.0,1.0,2.0,2.0,-0.5,weak1,match1and1,philosophy,leader,2.0,5.0,4299.0,0.0,leader,leader,studied (hits),studied (hits),4299,588.722,context1,context1.philosophy.nan.,0.0,0.0,0.0,1.0,0.9944056072366265,True,context1.philosophy.leader.,False,1.0,0.4905009526823024,0.0,0.0,3.0,1.399684073102572,0.10614476063401612
177,4053,23,uncle,nan,test,178,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,uncle,bear,2.0,1.0,1680.0,1.0,bear,bear,studied (hits),studied (hits),1680,593.021,context1,context1.uncle.nan.,0.7346024481145914,0.08956109028157624,0.0,1.0,0.9928015385269084,True,context1.uncle.bear.,False,1.0,0.554134679879065,0.0,0.0,3.0,1.2927811758547225,0.405128765635754
178,4054,23,marine,nan,test,179,original,strong,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,marine,snow,2.0,1.0,1251.0,1.0,snow,snow,studied (hits),studied (hits),1251,594.701,context1,context1.marine.nan.,1.5905104513350599,0.5698131360519876,0.0,1.0,0.9957602182934908,True,context1.marine.snow.,False,1.0,0.749358246214852,0.0,0.0,3.0,0.833688107678888,0.8247001910795106
150,4205,24,scale,nan,test,151,original,weak,3.0,3.0,4.0,3.0,2.5,strong3,match1and1,scale,attorney,2.0,1.0,7022.0,1.0,attorney,attorney,studied (hits),studied (hits),7022,525.001,context1,context1.scale.nan.,0.99689380161556,0.2769584021855269,0.0,1.0,0.823843793749961,True,context1.scale.attorney.,False,1.0,0.5103049698193685,0.0,0.0,3.0,1.3654238590588483,0.547571997635888
152,4207,24,leg,nan,test,153,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,leg,fellow,2.0,6.0,6265.0,0.0,fellow,fellow,studied (hits),studied (hits),6265,538.515,context1,context1.leg.nan.,0.7402798405630492,0.08976499617277646,0.0,1.0,0.95215845804612,True,context1.leg.fellow.,False,1.0,0.5554487715098632,0.0,0.0,3.0,1.2895362763803684,0.40814876384868076
153,4208,24,bank,nan,test,154,original,weak,1.0,1.0,3.0,4.0,-0.5,weak1,match1and1,bank,hole,2.0,3.0,6373.0,0.0,hole,hole,studied (hits),studied (hits),6373,544.78,context1,context1.bank.nan.,0.9308178900242515,0.2697405628839359,0.0,1.0,0.9669503537149431,True,context1.bank.hole.,False,1.0,0.5618145612976844,0.0,0.0,3.0,1.2710594724062556,0.5115413015801553
158,4213,24,vote,nan,test,159,original,strong,1.0,1.0,4.0,1.0,-0.5,weak1,rep5and5,vote,king,2.0,1.0,1193.0,1.0,king,king,studied (hits),studied (hits),1193,577.795,context1,context1.vote.nan.,1.6261768520608273,0.614232933956414,0.0,1.0,0.9905439612773164,True,context1.vote.king.,False,1.0,0.7910306215237348,0.0,0.0,3.0,0.7817719306752711,0.8370309672924576
159,4214,24,bear,nan,test,160,original,weak,1.0,1.0,5.0,4.0,-0.5,weak1,match1and1,bear,sign,2.0,6.0,5045.0,0.0,sign,sign,studied (hits),studied (hits),5045,578.9879999999999,context1,context1.bear.nan.,0.9286205620708294,0.2689151992461802,0.0,1.0,0.9950228401313478,True,context1.bear.sign.,False,1.0,0.5608795357216,0.0,0.0,3.0,1.2718120554359928,0.5103398532807802
160,4215,24,sky,nan,test,161,original,strong,5.0,5.0,1.0,1.0,0.5,strong1,rep5and5,sky,shore,2.0,1.0,1365.0,1.0,shore,shore,studied (hits),studied (hits),1365,584.033,context1,context1.sky.nan.,1.6159030677122672,0.5943894121342504,0.0,1.0,0.9897219375873428,True,context1.sky.shore.,False,1.0,0.7876181543286963,0.0,0.0,3.0,0.7943307676174935,0.8335382972823218
164,4219,24,cattle,nan,test,165,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,cattle,occasion,2.0,4.0,12523.0,0.0,occasion,occasion,studied (hits),studied (hits),12523,595.341,context1,context1.cattle.nan.,0.9847980580576985,0.26996544856308896,0.0,1.0,0.9942811840922746,True,context1.cattle.occasion.,False,1.0,0.5230535983140489,0.0,0.0,3.0,1.3691004894709164,0.5409967144774802
165,4220,24,fair,nan,test,166,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,fair,spoke,2.0,4.0,2236.0,0.0,spoke,spoke,studied (hits),studied (hits),2236,607.864,context1,context1.fair.nan.,0.9063452138339818,0.25766892427903654,0.0,1.0,0.9838579422257888,True,context1.fair.spoke.,False,1.0,0.5545899602734207,0.0,0.0,3.0,1.2954414691175344,0.49815678392459145
167,4222,24,snow,nan,test,168,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,snow,session,2.0,1.0,3027.0,1.0,session,session,studied (hits),studied (hits),3027,611.9359999999999,context1,context1.snow.nan.,0.9495086652173448,0.261908944242273,0.0,1.0,0.9950815694585838,True,context1.snow.session.,False,1.0,0.5507240106995496,0.0,0.0,3.0,1.3519568675453915,0.5217556513450259
170,4225,24,index,nan,test,171,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,index,beach,2.0,6.0,3406.0,0.0,beach,beach,studied (hits),studied (hits),3406,618.656,context1,context1.index.nan.,0.9346452963719191,0.16400619378655046,0.0,1.0,0.9954605818666487,True,context1.index.beach.,False,1.0,0.43540011880049617,0.0,0.0,3.0,1.4873046521709778,0.51363378268008
173,4228,24,writer,nan,test,174,original,weak,1.0,1.0,1.0,3.0,-1.5,weak2,match1and1,writer,garden,2.0,6.0,3708.0,0.0,garden,garden,studied (hits),studied (hits),3708,647.045,context1,context1.writer.nan.,0.8784624306227872,0.21717295789112132,0.0,1.0,0.9898551868532416,True,context1.writer.garden.,False,1.0,0.5387859044041209,0.0,0.0,3.0,1.332217589927963,0.4829106025258495
150,4379,25,writer,nan,test,151,original,strong,1.0,1.0,4.0,1.0,-0.5,weak1,rep5and5,writer,permit,2.0,1.0,2197.0,1.0,permit,permit,studied (hits),studied (hits),2197,525.001,context1,context1.writer.nan.,1.6249581775469402,0.6006379214519169,0.0,1.0,0.8239402041008159,True,context1.writer.permit.,False,1.0,0.7527882053530113,0.0,0.0,3.0,0.8738772392975412,0.8366191758430311
151,4380,25,novel,nan,test,152,original,weak,5.0,5.0,1.0,1.0,0.5,strong1,match1and1,novel,majority,2.0,4.0,2896.0,0.0,majority,majority,studied (hits),studied (hits),2896,527.198,context1,context1.novel.nan.,1.0931696466046634,0.2855024367967206,0.0,1.0,0.9375270605933442,True,context1.novel.majority.,False,1.0,0.5190461436146457,0.0,0.0,3.0,1.4557078962689778,0.5992983854605445
155,4384,25,tomorrow,nan,test,156,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,tomorrow,jury,2.0,5.0,3322.0,0.0,jury,jury,studied (hits),studied (hits),3322,540.462,context1,context1.tomorrow.nan.,0.915250008698453,0.2541650138795738,0.0,1.0,0.9894856258449776,True,context1.tomorrow.jury.,False,1.0,0.5613169000708919,0.0,0.0,2.656327847184949,1.274214342507645,0.5030275185234391
156,4385,25,dice,nan,test,157,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,dice,foot,2.0,5.0,739.0,0.0,foot,foot,studied (hits),studied (hits),739,543.784,context1,context1.dice.nan.,0.9871847581219638,0.2758343957451628,0.0,1.0,0.9862268345985759,True,context1.dice.foot.,False,1.0,0.5145640136688174,0.0,0.0,3.0,1.336512284940298,0.5422950782371052
159,4388,25,success,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,success,fashion,2.0,6.0,1917.0,0.0,fashion,fashion,studied (hits),studied (hits),1917,546.462,context1,context1.success.nan.,0.0,0.0,0.0,1.0,0.9967177065852633,True,context1.success.fashion.,False,1.0,0.5461779530826893,0.0,0.0,0.9156328859760314,0.9156328859760314,0.10614476063401612
163,4392,25,orchestra,nan,test,164,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,orchestra,daughter,2.0,6.0,1445.0,0.0,daughter,daughter,studied (hits),studied (hits),1445,553.4259999999999,context1,context1.orchestra.nan.,0.0,0.0,0.0,1.0,0.9948897080214697,True,context1.orchestra.daughter.,False,1.0,0.4423496060892213,0.0,0.0,2.004047840000644,1.508873755415105,0.10614476063401612
165,4394,25,rock,nan,test,166,original,strong,4.0,4.0,1.0,1.0,0.5,strong1,rep5and5,rock,king,2.0,0.0,238.0,0.0,king,king,studied (hits),studied (hits),238,556.715,context1,context1.rock.nan.,1.56259549955531,0.5777678184076503,0.0,1.0,0.9947504248310258,True,context1.rock.king.,False,1.0,0.7706574800741717,0.0,0.0,2.1102914760487863,0.8125287707769244,0.814647387809787
166,4395,25,relationship,nan,test,167,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,relationship,fair,2.0,1.0,1262.0,1.0,fair,fair,studied (hits),studied (hits),1262,556.953,context1,context1.relationship.nan.,0.9316862930041576,0.2707743919652028,0.0,1.0,0.9983142011513287,True,context1.relationship.fair.,False,1.0,0.5622970820438067,0.0,0.0,1.4976827052718138,1.268172387842383,0.5120160960549001
170,4399,25,gas,nan,test,171,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,gas,commerce,2.0,3.0,1006.0,0.0,commerce,commerce,studied (hits),studied (hits),1006,563.314,context1,context1.gas.nan.,0.0,0.0,0.0,1.0,0.997183318842315,True,context1.gas.commerce.,False,1.0,0.5198209796121719,0.0,0.0,1.6439553598342282,1.595012611704673,0.10614476063401612
171,4400,25,formula,nan,test,172,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,formula,fort,2.0,6.0,900.0,0.0,fort,fort,studied (hits),studied (hits),900,564.3199999999999,context1,context1.formula.nan.,1.0039097322757689,0.26530130410986913,0.0,1.0,0.9972552006214349,True,context1.formula.fort.,False,1.0,0.4922256610617075,0.0,0.0,0.8939827481295315,0.8939827481295315,0.5513800264247638
172,4401,25,intellectual,nan,test,173,original,strong,5.0,5.0,4.0,5.0,2.5,strong3,rep5and5,intellectual,library,2.0,3.0,267.0,0.0,library,library,studied (hits),studied (hits),267,565.22,context1,context1.intellectual.nan.,1.6959416645862315,0.5959936462552464,0.0,1.0,0.9975416455915878,True,context1.intellectual.library.,False,1.0,0.7272895931466019,0.0,0.0,0.7560000000000764,0.7560000000000764,0.8594790549853603
173,4402,25,source,nan,test,174,original,weak,1.0,1.0,2.0,2.0,-0.5,weak1,match1and1,source,senate,2.0,1.0,935.0,1.0,senate,senate,studied (hits),studied (hits),935,565.487,context1,context1.source.nan.,0.0,0.0,0.0,1.0,0.9989165979510062,True,context1.source.senate.,False,0.8504273864240987,0.5398681452958306,0.0,0.0,0.2242799999999488,0.2242799999999488,0.10614476063401612
151,4555,26,marine,nan,test,152,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,marine,coast,2.0,1.0,1103.0,1.0,coast,coast,studied (hits),studied (hits),1103,534.467,context1,context1.marine.nan.,0.0,0.0,0.0,1.0,0.9133576825005352,True,context1.marine.coast.,False,1.0,0.5112238480626041,0.0,0.0,3.0,1.387208587633282,0.10614476063401612
152,4556,26,birth,nan,test,153,original,weak,5.0,5.0,3.0,1.0,1.5,strong2,match1and1,birth,drink,2.0,6.0,14591.0,0.0,drink,drink,studied (hits),studied (hits),14591,535.5699999999999,context1,context1.birth.nan.,0.9433804315379,0.2724545783424143,0.0,1.0,0.9720100105582457,True,context1.birth.drink.,False,1.0,0.5542170567982202,0.0,0.0,2.5393114123666773,1.2789181003823251,0.5184078701248063
153,4557,26,region,nan,test,154,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,region,procedure,2.0,1.0,4042.0,1.0,procedure,procedure,studied (hits),studied (hits),4042,550.161,context1,context1.region.nan.,1.024594575731118,0.26384028821095107,0.0,1.0,0.95011757608079,True,context1.region.procedure.,False,1.0,0.4691819086894078,0.0,0.0,3.0,1.467523635709557,0.5625782929973675
155,4559,26,hearing,nan,test,156,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,hearing,senate,2.0,1.0,4126.0,1.0,senate,senate,studied (hits),studied (hits),4126,557.952,context1,context1.hearing.nan.,0.0,0.0,0.0,1.0,0.9828730055170893,True,context1.hearing.senate.,False,1.0,0.5332366799158772,0.0,0.0,3.0,1.4863860636759112,0.10614476063401612
156,4560,26,address,nan,test,157,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,address,source,2.0,1.0,2203.0,1.0,source,source,studied (hits),studied (hits),2203,562.078,context1,context1.address.nan.,0.7313511706311054,0.07488714266900222,0.0,1.0,0.9855086459871728,True,context1.address.source.,False,1.0,0.5550347024671479,0.0,0.0,3.0,1.301406857538796,0.40340182872682373
158,4562,26,railroad,nan,test,159,original,strong,3.0,3.0,5.0,1.0,1.5,strong2,rep5and5,railroad,governor,2.0,1.0,1579.0,1.0,governor,governor,studied (hits),studied (hits),1579,568.4309999999999,context1,context1.railroad.nan.,1.6635885149112517,0.6094962107814044,0.0,1.0,0.9889889414040339,True,context1.railroad.governor.,False,1.0,0.7697204786451757,0.0,0.0,3.0,0.8027534812476407,0.8493437621197161
160,4564,26,village,nan,test,161,original,strong,1.0,1.0,1.0,5.0,-1.5,weak2,rep5and5,village,exercise,2.0,1.0,720.0,1.0,exercise,exercise,studied (hits),studied (hits),720,571.5649999999999,context1,context1.village.nan.,1.6275373896931873,0.5916239604600084,0.0,1.0,0.9951203545745471,True,context1.village.exercise.,False,1.0,0.7909125432728785,0.0,0.0,2.6595527475880933,0.7899285262629251,0.8374898965930031
166,4570,26,background,nan,test,167,original,weak,4.0,4.0,1.0,3.0,0.5,strong1,match1and1,background,chair,2.0,6.0,1104.0,0.0,chair,chair,studied (hits),studied (hits),1104,589.9399999999999,context1,context1.background.nan.,0.9473885588557587,0.2683576324179228,0.0,1.0,0.9913879845338635,True,context1.background.chair.,False,1.0,0.5359149291635084,0.0,0.0,3.0,1.310837438700418,0.5205976240711857
167,4571,26,product,nan,test,168,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,product,boat,2.0,1.0,4772.0,1.0,boat,boat,studied (hits),studied (hits),4772,591.044,context1,context1.product.nan.,0.9330978648711923,0.2587388311856595,0.0,1.0,0.996077696030365,True,context1.product.boat.,False,1.0,0.521326341389516,0.0,0.0,2.6165225612996172,1.3402014912451325,0.5127878284450132
168,4572,26,vision,nan,test,169,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,vision,somebody,2.0,1.0,2885.0,1.0,somebody,somebody,studied (hits),studied (hits),2885,595.816,context1,context1.vision.nan.,0.721266656392468,0.0660330124948106,0.0,1.0,0.9920739691061676,True,context1.vision.somebody.,False,1.0,0.5403451410348413,0.0,0.0,3.0,1.312773426303185,0.39805748670894764
169,4573,26,dog,nan,test,170,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,dog,task,2.0,1.0,1837.0,1.0,task,task,studied (hits),studied (hits),1837,598.701,context1,context1.dog.nan.,0.9387928002003815,0.2583309794059475,0.0,1.0,0.9938207389204511,True,context1.dog.task.,False,1.0,0.5549985870179561,0.0,0.0,3.0,1.3529997714347792,0.5159008387481852
171,4575,26,arm,nan,test,172,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,arm,energy,2.0,1.0,2498.0,1.0,energy,energy,studied (hits),studied (hits),2498,602.043,context1,context1.arm.nan.,0.9058876620148208,0.25676451587381754,0.0,1.0,0.9966694659611457,True,context1.arm.energy.,False,1.0,0.5538442051142117,0.0,0.0,3.0,1.3007438307866837,0.4979065139695509
150,4729,27,imagination,nan,test,151,original,strong,4.0,4.0,4.0,2.0,2.5,strong3,rep5and5,imagination,glass,2.0,1.0,2404.0,1.0,glass,glass,studied (hits),studied (hits),2404,525.001,context1,context1.imagination.nan.,1.6197434951457306,0.6002719038942821,0.0,1.0,0.8239721819521716,True,context1.imagination.glass.,False,1.0,0.766608930810566,0.0,0.0,3.0,0.828973127294338,0.8348495024153516
154,4733,27,loss,nan,test,155,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,loss,trip,2.0,3.0,2298.0,0.0,trip,trip,studied (hits),studied (hits),2298,540.731,context1,context1.loss.nan.,0.7372792751692376,0.07863492753173643,0.0,1.0,0.9870106578599186,True,context1.loss.trip.,False,1.0,0.5495135179831709,0.0,0.0,3.0,1.294058691850144,0.4065519689921278
155,4734,27,object,nan,test,156,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,object,universe,2.0,6.0,1962.0,0.0,universe,universe,studied (hits),studied (hits),1962,543.029,context1,context1.object.nan.,0.7057294737934565,0.04029307109018377,0.0,1.0,0.9879000011185627,True,context1.object.universe.,False,1.0,0.5438843155469731,0.0,0.0,3.0,1.3233179533160486,0.38986110987348127
157,4736,27,beauty,nan,test,158,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,beauty,agency,2.0,6.0,2721.0,0.0,agency,agency,studied (hits),studied (hits),2721,547.7189999999999,context1,context1.beauty.nan.,0.8130015906290048,0.14313751908085748,0.0,1.0,0.9895277466117687,True,context1.beauty.agency.,False,1.0,0.5564646113890916,0.0,0.0,3.0,1.314985963937852,0.44725403474940123
158,4737,27,base,nan,test,159,original,weak,5.0,5.0,4.0,4.0,2.5,strong3,match1and1,base,address,2.0,3.0,4038.0,0.0,address,address,studied (hits),studied (hits),4038,550.4399999999999,context1,context1.base.nan.,0.9435481875305771,0.27436648903048383,0.0,1.0,0.9901432735457015,True,context1.base.address.,False,1.0,0.5603966341470406,0.0,0.0,3.0,1.2689794231797027,0.5184995315930732
160,4739,27,tree,nan,test,161,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,tree,murder,2.0,5.0,1848.0,0.0,murder,murder,studied (hits),studied (hits),1848,556.625,context1,context1.tree.nan.,0.7483365058020984,0.0929613020111424,0.0,1.0,0.9920741219978674,True,context1.tree.murder.,False,1.0,0.5589720143904608,0.0,0.0,3.0,1.2777022439423122,0.41244371875549773
161,4740,27,kid,nan,test,162,original,weak,5.0,5.0,5.0,1.0,1.5,strong2,match1and1,kid,motor,2.0,5.0,2227.0,0.0,motor,motor,studied (hits),studied (hits),2227,558.473,context1,context1.kid.nan.,0.9845563369079988,0.28032413992585975,0.0,1.0,0.9938009145481053,True,context1.kid.motor.,False,1.0,0.5681944839555155,0.0,0.0,3.0,1.3087204486074153,0.5408651936550075
164,4743,27,smile,nan,test,165,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,smile,daughter,2.0,6.0,2498.0,0.0,daughter,daughter,studied (hits),studied (hits),2498,565.78,context1,context1.smile.nan.,0.8155122683396014,0.16147343677333856,0.0,1.0,0.9938687335876722,True,context1.smile.daughter.,False,1.0,0.5580927709576018,0.0,0.0,3.0,1.2799035929219142,0.44861561983656895
165,4744,27,teacher,nan,test,166,original,weak,1.0,1.0,1.0,3.0,-1.5,weak2,match1and1,teacher,cell,2.0,4.0,2258.0,0.0,cell,cell,studied (hits),studied (hits),2258,568.278,context1,context1.teacher.nan.,0.9082530726511999,0.25929433111072253,0.0,1.0,0.993828803880017,True,context1.teacher.cell.,False,1.0,0.5550138007039239,0.0,0.0,3.0,1.2896276507394502,0.4992003439861488
169,4748,27,shelter,nan,test,170,original,weak,1.0,1.0,5.0,4.0,-0.5,weak1,match1and1,shelter,lord,2.0,1.0,1719.0,1.0,lord,lord,studied (hits),studied (hits),1719,574.828,context1,context1.shelter.nan.,0.9712310114089295,0.2715072821431283,0.0,1.0,0.9966533737460075,True,context1.shelter.lord.,False,1.0,0.5175484942431546,0.0,0.0,2.915813108980486,1.3350591318287863,0.5336083448365607
170,4749,27,tone,nan,test,171,original,strong,5.0,5.0,1.0,4.0,0.5,strong1,rep5and5,tone,instance,2.0,3.0,1978.0,0.0,instance,instance,studied (hits),studied (hits),1978,576.547,context1,context1.tone.nan.,1.6783863009365136,0.614071537684495,0.0,1.0,0.9962433088625134,True,context1.tone.instance.,False,1.0,0.7889365641654189,0.0,0.0,3.0,0.7861940061044208,0.8540383770525116
